,0,1,2,3,4,5
0,0.51476908,-0.19393626,-10.07032,0.00050640723,0.0013665055,0.00013500122
1,0.51237482,-0.19393626,-10.055954,0.0011172725,-0.00046609016,-0.0010867293
2,0.52434617,-0.18914771,-10.084685,-0.00010445796,0.00014477507,0.00013500122
3,0.53631759,-0.19393626,-10.063137,0.00050640723,-0.00046609016,0.00013500122
4,0.53631759,-0.19393626,-10.063137,-0.0019370536,-0.00046609016,-0.00047586401
5,0.52674043,-0.16520496,-10.058349,0.0011172725,-0.00046609016,0.00013500122
6,0.52674043,-0.19154198,-10.075109,0.00050640723,0.0013665055,0.002578462
7,0.51716334,-0.17717634,-10.063137,-0.00010445796,0.00075564033,0.002578462
8,0.51955765,-0.20351335,-10.072714,0.0017281377,0.0019773708,0.00074586651
9,0.50758624,-0.20351335,-10.072714,0.0017281377,0.0019773708,0.00013500122
10,0.50279772,-0.19393626,-10.072714,-0.0013261884,0.0013665055,-0.0010867293
11,0.51955765,-0.19393626,-10.072714,-0.0013261884,0.0013665055,-0.0010867293
12,0.51955765,-0.18435916,-10.07032,0.0017281377,-0.0010769555,-0.0016975945
13,0.50519198,-0.20351335,-10.065532,0.00050640723,0.00014477507,-0.0023084597
14,0.50758624,-0.20351335,-10.065532,0.00050640723,0.002588236,0.00013500122
15,0.50519198,-0.18435916,-10.065532,0.0011172725,-0.0010769555,0.00074586651
16,0.50758624,-0.18196489,-10.07032,0.0011172725,-0.00046609016,-0.0023084597
17,0.50758624,-0.19872481,-10.07032,0.0011172725,0.00014477507,-0.0016975945
18,0.52434617,-0.19633053,-10.07032,-0.00010445796,-0.0010769555,-0.0016975945
19,0.52434617,-0.19633053,-10.077502,-0.00010445796,-0.0010769555,0.00013500122
20,0.50998056,-0.17717634,-10.065532,-0.00010445796,-0.0010769555,-0.0016975945
21,0.52195191,-0.19393626,-10.067925,-0.0007153232,0.002588236,0.0013567316
22,0.52195191,-0.18435916,-10.079897,0.0011172725,0.0019773708,-0.00047586401
23,0.50998056,-0.17717634,-10.072714,-0.0013261884,0.00014477507,-0.0035301903
24,0.50998056,-0.17717634,-10.072714,-0.0013261884,0.00014477507,0.00013500122
25,0.50758624,-0.19154198,-10.067925,0.00050640723,0.0031991012,-0.00047586401
26,0.50998056,-0.19154198,-10.077502,-0.0007153232,-0.00046609016,0.00074586651
27,0.50998056,-0.20351335,-10.067925,-0.00010445796,0.00014477507,0.0013567316
28,0.51237482,-0.18435916,-10.065532,-0.00011667526,-0.00049968774,0.0020940462
29,0.52195191,-0.18675344,-10.063137,0.0011050552,-0.0023322834,0.0027049112
30,0.51237482,-0.18435916,-10.075109,0.00049418997,0.00072204275,0.00087231561
31,0.51955765,-0.17957062,-10.067925,-0.0025601364,0.0013329079,0.0020940462
32,0.52434617,-0.17717634,-10.067925,0.0017159204,-0.0017214182,0.0014831808
33,0.52434617,-0.17717634,-10.072714,0.00049418997,0.00011117748,0.0014831808
34,0.51476908,-0.18196489,-10.089474,-0.00011667526,0.00072204275,0.00087231561
35,0.52674043,-0.2083019,-10.072714,-0.00011667526,0.0013329079,-0.00034941491
36,0.50998056,-0.18914771,-10.067925,0.00049418997,0.0013329079,-0.00096028019
37,0.50998056,-0.18914771,-10.067925,-0.00011667526,0.00072204275,0.0027049112
38,0.52195191,-0.18196489,-10.084685,0.0023267858,0.0013329079,0.0039266418
39,0.51716334,-0.18675344,-10.084685,-0.00072754046,-0.0023322834,0.00087231561
40,0.52674043,-0.18435916,-10.075109,-0.0013384058,-0.001110553,0.00026145033
41,0.50758624,-0.19872481,-10.075109,0.00049418997,0.00072204275,-0.00096028019
42,0.51955765,-0.17957062,-10.067925,-0.00072754046,0.00011117748,-0.00034941491
43,0.51237482,-0.18914771,-10.058349,-0.0013384058,-0.00049968774,-0.0015711454
44,0.52434617,-0.18914771,-10.072714,0.00049418997,0.00011117748,-0.0015711454
